Sat.MoonMJ2000Eq.INC      Sat.Luna.RadPer           BurnDuration              
79.99826923111752         2738.190830903795         0                         
79.99819380010065         2738.179791574007         0                         
79.99818270939666         2738.171359838388         0                         
79.99821835913299         2738.165921427851         0                         
79.99830165935519         2738.163654239806         0                         
79.99842805112961         2738.165226302794         0                         
79.99859617861436         2738.169944949077         0                         
79.99880771459333         2738.176643223311         0                         
79.99906612364518         2738.184075688631         0                         
79.99937217559177         2738.190825362143         0                         
79.99962172547201         2738.194254054168         0                         
79.99983652180214         2738.195525241844         0                         
79.99991026409222         2738.195604844094         0                         
